Attendance_ID,Employee_ID,Date,Status
891,1244,2025-08-22,Present
892,1729,2025-08-28,Absent
893,1850,2025-09-04,Leave
894,1136,2025-08-01,Present
895,1066,2025-07-26,Absent
896,1550,2025-08-13,Leave
897,1587,2025-09-17,Absent
898,1178,2025-09-07,Leave
899,1141,2025-07-28,Present
900,1969,2025-09-23,Absent
901,1239,2025-08-27,Absent
902,1323,2025-08-30,Absent
903,1355,2025-08-15,Leave
904,1703,2025-07-29,Absent
905,1160,2025-08-21,Absent
906,1616,2025-07-27,Absent
907,1548,2025-09-05,Present
908,1021,2025-09-12,Present
909,1641,2025-09-06,Leave
910,1567,2025-09-05,Present
911,1365,2025-08-12,Leave
912,1483,2025-08-05,Leave
913,1049,2025-08-10,Leave
914,1905,2025-09-18,Present
915,1339,2025-08-28,Absent
916,1264,2025-08-20,Absent
917,1728,2025-09-04,Leave
918,1942,2025-08-28,Leave
919,1079,2025-07-29,Present
920,1024,2025-09-05,Present
921,1724,2025-08-28,Present
922,1059,2025-09-01,Leave
923,1787,2025-07-28,Absent
924,1451,2025-08-10,Present
925,1633,2025-09-10,Absent
926,1656,2025-09-04,Absent
927,1620,2025-09-21,Present
928,1619,2025-08-29,Present
929,1521,2025-08-19,Absent
930,1568,2025-08-25,Leave
931,1474,2025-08-30,Present
932,1773,2025-09-14,Leave
933,1930,2025-08-30,Present
934,1038,2025-08-11,Absent
935,1234,2025-08-24,Leave
936,1110,2025-09-01,Leave
937,1269,2025-08-16,Present
938,1017,2025-09-20,Leave
939,1019,2025-08-09,Present
940,1541,2025-09-06,Present
941,1989,2025-08-17,Present
942,1154,2025-09-02,Absent
943,1215,2025-08-21,Leave
944,1825,2025-08-31,Leave
945,1532,2025-07-29,Present
946,1981,2025-09-11,Leave
947,1149,2025-08-11,Absent
948,1112,2025-08-19,Absent
949,1370,2025-09-16,Leave
950,1095,2025-09-11,Present
951,1271,2025-08-09,Leave
952,1263,2025-09-21,Present
953,1709,2025-09-20,Present
954,1166,2025-08-16,Absent
955,1603,2025-09-11,Absent
956,1240,2025-09-06,Absent
957,1967,2025-09-05,Leave
958,1944,2025-09-21,Present
959,1631,2025-07-28,Absent
960,1471,2025-08-17,Present
961,1310,2025-09-19,Leave
962,1723,2025-08-13,Present
963,1200,2025-07-28,Leave
964,1813,2025-08-08,Leave
965,1156,2025-09-04,Leave
966,1267,2025-08-16,Present
967,1929,2025-08-06,Absent
968,1044,2025-08-04,Leave
969,1130,2025-09-18,Absent
970,1199,2025-08-28,Present
971,1910,2025-09-21,Absent
972,1562,2025-08-29,Absent
973,1704,2025-08-17,Leave
974,1655,2025-09-18,Leave
975,1154,2025-08-08,Present
976,1896,2025-08-11,Present
977,1985,2025-09-17,Absent
978,1973,2025-08-22,Present
979,1474,2025-08-14,Present
980,1067,2025-09-05,Present
981,1930,2025-09-09,Absent
982,1596,2025-09-21,Leave
983,1763,2025-08-12,Leave
984,1611,2025-08-09,Absent
985,1453,2025-08-07,Present
986,1618,2025-08-27,Absent
987,1163,2025-09-19,Leave
988,1514,2025-08-20,Absent
989,1676,2025-08-07,Leave
990,1122,2025-09-08,Absent
991,1434,2025-09-06,Leave
992,1746,2025-07-30,Absent
993,1876,2025-09-05,Leave
994,1108,2025-08-19,Present
995,1531,2025-09-04,Absent
996,1523,2025-08-10,Leave
997,1811,2025-09-04,Present
998,1789,2025-07-29,Present
999,1111,2025-08-19,Present
1000,1970,2025-09-23,Absent
1001,1738,2025-07-30,Leave
1002,1122,2025-09-20,Leave
1003,1407,2025-08-19,Leave
1004,1185,2025-08-30,Present
1005,1471,2025-08-09,Absent
1006,1513,2025-09-18,Leave
1007,1656,2025-07-28,Present
1008,1279,2025-08-26,Leave
1009,1626,2025-08-03,Present
1010,1676,2025-08-14,Present
1011,1853,2025-09-15,Leave
1012,1728,2025-08-06,Present
1013,1478,2025-09-17,Leave
1014,1759,2025-09-20,Leave
1015,1463,2025-09-17,Leave
1016,1373,2025-08-19,Absent
1017,1989,2025-09-12,Absent
1018,1854,2025-09-07,Leave
1019,1824,2025-08-02,Present
1020,1981,2025-08-02,Present
1021,1142,2025-09-05,Present
1022,1321,2025-09-10,Absent
1023,1900,2025-08-16,Leave
1024,1950,2025-09-04,Absent
1025,1650,2025-07-31,Leave
1026,1061,2025-08-28,Leave
1027,1914,2025-08-27,Leave
1028,1786,2025-09-05,Leave
1029,1972,2025-07-30,Leave
1030,1038,2025-07-25,Absent
1031,1623,2025-08-02,Present
1032,1896,2025-08-08,Leave
1033,1690,2025-09-16,Present
1034,1061,2025-09-14,Leave
1035,1291,2025-08-08,Absent
1036,1238,2025-08-19,Leave
1037,1465,2025-09-02,Present
1038,1305,2025-07-26,Leave
1039,1869,2025-09-01,Absent
1040,1106,2025-09-13,Absent
1041,1473,2025-09-02,Present
1042,1856,2025-09-15,Absent
1043,1410,2025-08-21,Present
1044,1395,2025-09-04,Leave
1045,1160,2025-08-09,Leave
1046,1849,2025-08-08,Absent
1047,1115,2025-07-25,Absent
1048,1241,2025-07-26,Present
1049,1187,2025-07-30,Present
1050,1041,2025-09-22,Leave
1051,1885,2025-09-07,Leave
1052,1480,2025-08-02,Present
1053,1803,2025-08-19,Present
1054,1521,2025-08-07,Absent
1055,1520,2025-07-27,Absent
1056,1516,2025-08-19,Leave
1057,1942,2025-08-08,Leave
1058,1571,2025-08-23,Present
1059,1071,2025-09-03,Leave
1060,1039,2025-08-10,Leave
1061,1626,2025-08-11,Present
1062,1261,2025-08-09,Absent
1063,1893,2025-08-13,Absent
1064,1215,2025-08-08,Leave
1065,1322,2025-09-14,Leave
1066,1604,2025-08-03,Present
1067,1977,2025-08-22,Absent
1068,1281,2025-08-29,Absent
1069,1093,2025-08-08,Leave
1070,1509,2025-08-04,Absent
1071,1321,2025-08-28,Present
1072,1066,2025-08-03,Present
1073,1392,2025-09-09,Present
1074,1992,2025-09-17,Present
1075,1144,2025-09-20,Present
1076,1700,2025-07-28,Leave
1077,1230,2025-09-17,Present
1078,1287,2025-07-29,Present
1079,1807,2025-07-27,Absent
1080,1779,2025-08-23,Absent
1081,1264,2025-08-20,Present
1082,1869,2025-09-06,Leave
1083,1428,2025-09-04,Present
1084,1442,2025-08-30,Absent
1085,1192,2025-08-19,Absent
1086,1674,2025-08-21,Absent
1087,1844,2025-08-12,Leave
1088,1191,2025-09-19,Leave
1089,1622,2025-09-20,Leave
1090,1775,2025-08-09,Leave
1091,1936,2025-09-21,Absent
1092,1375,2025-07-25,Absent
1093,1253,2025-08-27,Present
1094,1395,2025-07-25,Absent
1095,1848,2025-08-30,Absent
1096,1355,2025-08-02,Leave
1097,1240,2025-09-14,Present
1098,1841,2025-09-13,Absent
1099,1005,2025-08-14,Present
1100,1722,2025-08-02,Leave
1101,1518,2025-07-27,Absent
1102,1081,2025-08-28,Absent
1103,1478,2025-09-09,Present
1104,1592,2025-08-26,Absent
1105,1157,2025-08-15,Leave
1106,1829,2025-08-20,Leave
1107,1892,2025-08-23,Leave
1108,1149,2025-09-21,Leave
1109,1028,2025-09-06,Leave
1110,1248,2025-07-31,Absent
1111,1656,2025-09-13,Present
1112,1039,2025-09-20,Present
1113,1514,2025-08-22,Leave
1114,1434,2025-09-18,Present
1115,1654,2025-09-15,Leave
1116,1987,2025-07-30,Present
1117,1691,2025-08-24,Present
1118,1729,2025-08-31,Leave
1119,1432,2025-09-01,Leave
1120,1809,2025-09-12,Absent
1121,1616,2025-08-31,Leave
1122,1607,2025-08-09,Leave
1123,1545,2025-07-29,Present
1124,1038,2025-09-17,Present
1125,1649,2025-08-10,Leave
1126,1317,2025-08-05,Leave
1127,1301,2025-08-07,Absent
1128,1877,2025-07-30,Present
1129,1308,2025-09-05,Leave
1130,1432,2025-09-22,Present
1131,1269,2025-08-02,Leave
1132,1360,2025-09-02,Absent
1133,1412,2025-09-20,Absent
1134,1149,2025-08-04,Leave
1135,1806,2025-08-22,Present
1136,1430,2025-08-18,Leave
1137,1019,2025-09-10,Leave
1138,1513,2025-07-26,Present
1139,1694,2025-09-06,Absent
1140,1220,2025-08-30,Present
1141,1389,2025-09-18,Leave
1142,1823,2025-08-04,Leave
1143,1313,2025-08-28,Present
1144,1355,2025-09-03,Absent
1145,1832,2025-07-26,Present
1146,1889,2025-08-28,Present
1147,1132,2025-08-23,Present
1148,1208,2025-08-07,Absent
1149,1085,2025-09-02,Absent
1150,1244,2025-09-19,Absent
1151,1538,2025-09-19,Present
1152,1501,2025-08-18,Leave
1153,1240,2025-08-15,Leave
1154,1236,2025-09-20,Absent
1155,1027,2025-09-03,Present
1156,1039,2025-09-09,Leave
1157,1629,2025-09-05,Leave
1158,1545,2025-09-21,Present
1159,1954,2025-07-30,Present
1160,1307,2025-08-08,Leave
1161,1160,2025-08-18,Absent
1162,1903,2025-08-23,Present
1163,1559,2025-08-07,Absent
1164,1299,2025-09-04,Absent
1165,1780,2025-08-11,Present
1166,1867,2025-09-15,Absent
1167,1258,2025-08-10,Leave
1168,1310,2025-08-24,Leave
1169,1720,2025-08-08,Present
1170,1648,2025-09-05,Present
1171,1809,2025-09-13,Leave
1172,1954,2025-08-01,Absent
1173,1575,2025-08-11,Present
1174,1401,2025-09-17,Present
1175,1460,2025-09-05,Leave
1176,1391,2025-09-13,Present
1177,1940,2025-08-12,Leave
1178,1305,2025-09-13,Present
1179,1831,2025-09-21,Present
1180,1949,2025-09-03,Present
1181,1589,2025-08-02,Absent
1182,1465,2025-09-04,Absent
1183,1357,2025-08-25,Leave
1184,1202,2025-08-21,Absent
1185,1094,2025-08-18,Present
1186,1361,2025-08-26,Present
1187,1583,2025-08-23,Present
1188,1273,2025-09-23,Leave
1189,1764,2025-09-20,Present
1190,1591,2025-08-09,Leave
1191,1688,2025-08-19,Leave
1192,1997,2025-08-19,Leave
1193,1938,2025-07-27,Leave
1194,1209,2025-09-22,Absent
1195,1716,2025-08-21,Absent
1196,1218,2025-08-04,Present
1197,1537,2025-09-19,Leave
1198,1514,2025-08-26,Absent
1199,1162,2025-08-31,Absent
1200,1017,2025-07-27,Present
1201,1491,2025-08-06,Absent
1202,1457,2025-09-05,Absent
1203,1049,2025-09-18,Present
1204,1913,2025-09-14,Present
1205,1304,2025-08-25,Leave
1206,1310,2025-09-04,Absent
1207,1351,2025-07-28,Leave
1208,1940,2025-08-26,Leave
1209,1687,2025-07-26,Absent
1210,1415,2025-08-22,Leave
1211,1448,2025-07-27,Present
1212,1645,2025-08-09,Leave
1213,1517,2025-08-14,Absent
1214,1175,2025-08-22,Leave
1215,1850,2025-08-26,Present
1216,1739,2025-08-06,Present
1217,1843,2025-08-29,Leave
1218,1282,2025-08-25,Present
1219,1528,2025-09-21,Absent
1220,1982,2025-08-12,Present
1221,1705,2025-07-30,Leave
1222,1903,2025-09-05,Present
1223,1586,2025-08-30,Present
1224,1939,2025-08-31,Absent
1225,1960,2025-09-04,Present
1226,1270,2025-09-11,Leave
1227,1638,2025-09-05,Present
1228,1839,2025-08-27,Leave
1229,1548,2025-07-25,Leave
1230,1352,2025-09-03,Leave
1231,1706,2025-08-29,Absent
1232,1791,2025-07-26,Absent
1233,1346,2025-07-25,Absent
1234,1039,2025-07-27,Present
1235,1596,2025-08-30,Absent
1236,1288,2025-08-25,Present
1237,1059,2025-09-11,Present
1238,1708,2025-09-01,Leave
1239,1370,2025-09-13,Leave
1240,1014,2025-08-28,Leave
1241,1068,2025-08-26,Present
1242,1860,2025-08-01,Present
1243,1612,2025-07-31,Absent
1244,1180,2025-08-28,Leave
1245,1418,2025-08-17,Present
1246,1444,2025-09-11,Present
1247,1264,2025-08-23,Leave
1248,1047,2025-09-04,Leave
1249,1863,2025-09-04,Absent
1250,1031,2025-07-26,Absent
1251,1722,2025-08-06,Leave
1252,1031,2025-08-16,Leave
1253,1810,2025-08-21,Leave
1254,1889,2025-09-23,Absent
1255,1186,2025-08-22,Present
1256,1959,2025-09-07,Leave
1257,1179,2025-08-17,Leave
1258,1375,2025-07-29,Absent
1259,1579,2025-08-14,Absent
1260,1636,2025-08-15,Absent
1261,1332,2025-09-01,Leave
1262,1761,2025-09-13,Absent
1263,1265,2025-09-03,Absent
1264,1653,2025-08-21,Leave
1265,1675,2025-08-01,Present
1266,1011,2025-08-04,Present
1267,1555,2025-08-07,Present
1268,1891,2025-08-02,Leave
1269,1277,2025-09-14,Absent
1270,1467,2025-09-11,Leave
1271,1660,2025-08-19,Absent
1272,1702,2025-08-21,Present
1273,1629,2025-09-11,Leave
1274,1386,2025-08-15,Leave
1275,1043,2025-08-25,Leave
1276,1489,2025-08-08,Leave
1277,1015,2025-09-07,Leave
1278,1473,2025-09-15,Present
1279,1135,2025-08-31,Present
1280,1778,2025-08-19,Present
1281,1309,2025-08-16,Absent
1282,1268,2025-08-29,Absent
1283,1944,2025-09-06,Leave
1284,1268,2025-08-02,Present
1285,1241,2025-08-29,Leave
1286,1371,2025-07-26,Leave
1287,1373,2025-09-07,Absent
1288,1904,2025-07-29,Present
1289,1618,2025-09-17,Leave
1290,1490,2025-09-15,Leave
1291,1916,2025-07-31,Absent
1292,1043,2025-08-20,Present
1293,1152,2025-08-12,Absent
1294,1258,2025-08-15,Absent
1295,1833,2025-08-02,Absent
1296,1851,2025-08-19,Present
1297,1544,2025-08-22,Present
1298,1114,2025-08-01,Absent
1299,1763,2025-08-10,Present
1300,1964,2025-09-11,Absent
1301,1084,2025-07-25,Absent
1302,1817,2025-09-05,Leave
1303,1461,2025-08-02,Present
1304,1753,2025-08-14,Leave
1305,1423,2025-09-21,Present
1306,1526,2025-08-28,Present
1307,1731,2025-08-04,Present
1308,1586,2025-07-25,Leave
1309,1761,2025-08-01,Absent
1310,1480,2025-08-29,Leave
1311,1678,2025-09-11,Absent
1312,1686,2025-08-14,Leave
1313,1640,2025-09-09,Leave
1314,1106,2025-08-07,Present
1315,1558,2025-08-23,Present
1316,1283,2025-08-05,Present
1317,1396,2025-07-31,Absent
1318,1123,2025-08-24,Leave
1319,1332,2025-09-01,Absent
1320,1862,2025-08-03,Absent
1321,1126,2025-08-08,Leave
1322,1536,2025-09-05,Present
1323,1779,2025-08-03,Absent
1324,1023,2025-07-25,Absent
1325,1239,2025-09-02,Present
1326,1508,2025-09-03,Leave
1327,1863,2025-07-30,Leave
1328,1301,2025-08-29,Leave
1329,1071,2025-07-25,Present
1330,1797,2025-09-16,Leave
1331,1071,2025-08-14,Absent
1332,1264,2025-09-09,Absent
1333,1076,2025-09-11,Absent
1334,1154,2025-09-05,Absent
1335,1625,2025-08-25,Leave
1336,1434,2025-08-21,Present
1337,1742,2025-07-28,Leave
1338,1919,2025-07-31,Absent
1339,1293,2025-09-21,Leave
1340,1375,2025-08-23,Present
1341,1040,2025-08-19,Leave
1342,1713,2025-08-27,Present
1343,1353,2025-09-03,Absent
1344,1675,2025-09-12,Present
1345,1446,2025-09-07,Absent
1346,1206,2025-09-18,Leave
1347,1436,2025-08-19,Leave
1348,1171,2025-08-12,Absent
1349,1024,2025-08-15,Present
1350,1929,2025-09-06,Absent
1351,1150,2025-08-29,Leave
1352,1199,2025-08-12,Present
1353,1753,2025-08-16,Absent
1354,1607,2025-09-02,Present
1355,1083,2025-09-03,Leave
1356,1907,2025-08-15,Absent
1357,1130,2025-08-30,Absent
1358,1009,2025-07-29,Leave
1359,1993,2025-08-25,Present
1360,1849,2025-09-20,Present
1361,1907,2025-08-04,Absent
1362,1149,2025-08-02,Leave
1363,1322,2025-09-17,Present
1364,1492,2025-08-16,Present
1365,1718,2025-09-10,Absent
1366,1579,2025-08-31,Absent
1367,1224,2025-08-23,Present
1368,1564,2025-08-05,Absent
1369,1422,2025-08-03,Present
1370,1473,2025-09-05,Absent
1371,1678,2025-09-09,Absent
1372,1625,2025-09-02,Absent
1373,1850,2025-08-06,Present
1374,1513,2025-09-04,Absent
1375,1525,2025-09-05,Present
1376,1256,2025-08-27,Leave
1377,1516,2025-08-16,Leave
1378,1048,2025-09-14,Absent
1379,1029,2025-07-30,Leave
1380,1894,2025-09-17,Leave
1381,1655,2025-08-30,Leave
1382,1313,2025-08-25,Present
1383,1427,2025-09-02,Absent
1384,1059,2025-09-23,Leave
1385,1678,2025-08-16,Absent
1386,1885,2025-08-03,Leave
1387,1092,2025-09-04,Leave
1388,1906,2025-08-27,Absent
1389,1435,2025-09-09,Leave
1390,1391,2025-09-17,Absent
1391,1120,2025-08-31,Present
1392,1429,2025-09-14,Present
1393,1985,2025-09-05,Present
1394,1713,2025-07-28,Absent
1395,1371,2025-07-29,Absent
1396,1160,2025-09-19,Leave
1397,1523,2025-09-15,Present
1398,1981,2025-09-22,Absent
1399,1626,2025-08-18,Absent
1400,1897,2025-08-10,Absent
1401,1715,2025-09-22,Present
1402,1660,2025-08-08,Present
1403,1298,2025-09-15,Present
1404,1468,2025-08-07,Present
1405,1444,2025-08-20,Absent
1406,1530,2025-07-25,Present
1407,1253,2025-09-21,Absent
1408,1625,2025-08-05,Leave
1409,1645,2025-08-13,Absent
1410,1660,2025-09-19,Leave
1411,1165,2025-08-12,Leave
1412,1120,2025-09-19,Present
1413,1181,2025-09-11,Present
1414,1354,2025-07-31,Absent
1415,1636,2025-08-12,Absent
1416,1787,2025-08-04,Present
1417,1868,2025-08-07,Leave
1418,1441,2025-08-27,Absent
1419,1740,2025-08-19,Leave
1420,1447,2025-09-10,Present
1421,1616,2025-08-17,Present
1422,1068,2025-07-30,Present
1423,1208,2025-09-21,Absent
1424,1216,2025-08-01,Leave
1425,1339,2025-09-18,Absent
1426,1325,2025-07-27,Absent
1427,1495,2025-09-01,Leave
1428,1175,2025-07-28,Present
1429,1600,2025-09-13,Present
1430,1080,2025-09-22,Absent
1431,1749,2025-09-20,Present
1432,1793,2025-08-17,Absent
1433,1794,2025-09-11,Present
1434,1547,2025-08-14,Absent
1435,1674,2025-09-08,Leave
1436,1108,2025-08-08,Present
1437,1707,2025-08-24,Absent
1438,1912,2025-08-03,Absent
1439,1846,2025-08-24,Present
1440,1427,2025-09-21,Absent
1441,1285,2025-07-28,Leave
1442,1447,2025-08-30,Absent
1443,1784,2025-08-17,Absent
1444,1645,2025-09-14,Present
1445,1587,2025-09-07,Present
1446,1053,2025-08-24,Leave
1447,1436,2025-09-02,Present
1448,1285,2025-07-27,Absent
1449,1457,2025-08-23,Absent
1450,1799,2025-09-18,Absent
1451,1350,2025-08-24,Present
1452,1085,2025-08-14,Present
1453,1147,2025-09-07,Absent
1454,1825,2025-09-05,Present
1455,1992,2025-09-01,Leave
1456,1701,2025-09-21,Present
1457,1132,2025-08-22,Absent
1458,1822,2025-08-06,Leave
1459,1323,2025-08-24,Leave
1460,1344,2025-08-04,Present
1461,1265,2025-09-15,Absent
1462,1396,2025-08-06,Present
1463,1822,2025-08-11,Absent
1464,1203,2025-08-21,Leave
1465,1429,2025-08-07,Present
1466,1154,2025-09-18,Present
1467,1499,2025-09-18,Absent
1468,1201,2025-08-13,Present
1469,1667,2025-07-30,Leave
1470,1481,2025-08-04,Absent
1471,1457,2025-08-03,Leave
1472,1562,2025-09-07,Present
1473,1617,2025-08-19,Absent
1474,1193,2025-09-16,Present
1475,1537,2025-09-15,Leave
1476,1269,2025-09-23,Absent
1477,1777,2025-09-20,Present
1478,1845,2025-08-12,Present
1479,1722,2025-08-21,Absent
1480,1688,2025-08-12,Absent
1481,1316,2025-08-29,Present
1482,1760,2025-09-13,Present
1483,1605,2025-08-20,Absent
1484,1947,2025-08-02,Leave
1485,1918,2025-07-27,Present
1486,1987,2025-08-05,Present
1487,1211,2025-08-09,Leave
1488,1240,2025-08-04,Present
1489,1897,2025-08-13,Present
1490,1110,2025-09-18,Absent
1491,1456,2025-09-01,Absent
1492,1586,2025-08-30,Leave
1493,1235,2025-08-23,Absent
1494,1009,2025-09-23,Absent
1495,1422,2025-07-27,Present
1496,1977,2025-08-21,Absent
1497,1189,2025-07-29,Absent
1498,1044,2025-09-05,Present
1499,1629,2025-07-29,Present
1500,1942,2025-08-18,Absent
1501,1775,2025-09-16,Present
1502,1789,2025-09-01,Absent
1503,1511,2025-08-09,Leave
1504,1059,2025-09-20,Leave
1505,1579,2025-09-23,Leave
1506,1813,2025-08-08,Leave
1507,1409,2025-08-10,Present
1508,1887,2025-09-09,Absent
1509,1917,2025-09-05,Leave
1510,1089,2025-07-27,Present
1511,1070,2025-07-28,Absent
1512,1227,2025-09-23,Leave
1513,1047,2025-09-11,Present
1514,1965,2025-08-13,Absent
1515,1309,2025-08-12,Present
1516,1710,2025-07-28,Absent
1517,1900,2025-08-16,Present
1518,1781,2025-08-23,Absent
1519,1637,2025-09-07,Absent
1520,1543,2025-09-19,Present
1521,1303,2025-08-10,Leave
1522,1329,2025-09-12,Present
1523,1818,2025-08-30,Present
1524,1673,2025-08-26,Leave
1525,1207,2025-09-14,Present
1526,1721,2025-08-11,Leave
1527,1546,2025-09-21,Leave
1528,1605,2025-08-05,Leave
1529,1338,2025-08-16,Absent
1530,1114,2025-08-30,Absent
1531,1384,2025-09-08,Absent
1532,1202,2025-09-07,Absent
1533,1212,2025-09-19,Absent
1534,1081,2025-09-17,Absent
1535,1376,2025-08-11,Absent
1536,1182,2025-09-17,Present
1537,1743,2025-09-14,Leave
1538,1920,2025-07-26,Absent
1539,1050,2025-09-13,Absent
1540,1676,2025-08-07,Present
1541,1300,2025-09-23,Absent
1542,1460,2025-08-14,Absent
1543,1522,2025-08-17,Absent
1544,1579,2025-08-11,Absent
1545,1628,2025-08-03,Leave
1546,1858,2025-09-19,Leave
1547,1708,2025-09-09,Absent
1548,1251,2025-08-31,Absent
1549,1709,2025-08-30,Absent
1550,1089,2025-08-21,Leave
1551,1039,2025-07-31,Present
1552,1675,2025-09-13,Leave
1553,1651,2025-09-15,Leave
1554,1254,2025-08-22,Leave
1555,1704,2025-09-01,Present
1556,1044,2025-09-20,Present
1557,1001,2025-08-06,Leave
1558,1669,2025-08-01,Present
1559,1571,2025-09-20,Leave
1560,1511,2025-08-01,Present
1561,1624,2025-09-18,Leave
1562,1281,2025-08-14,Present
1563,1257,2025-09-19,Absent
1564,1183,2025-08-09,Present
1565,1869,2025-08-15,Absent
1566,1774,2025-08-07,Absent
1567,1310,2025-09-14,Present
1568,1311,2025-09-10,Absent
1569,1227,2025-08-24,Leave
1570,1562,2025-09-05,Absent
1571,1985,2025-08-03,Absent
1572,1868,2025-07-26,Leave
1573,1315,2025-09-18,Present
1574,1308,2025-07-28,Absent
1575,1125,2025-08-08,Present
1576,1481,2025-09-23,Leave
1577,1758,2025-09-18,Absent
1578,1875,2025-08-12,Present
1579,1204,2025-08-23,Absent
1580,1779,2025-09-21,Leave
1581,1879,2025-09-07,Leave
1582,1668,2025-07-28,Leave
1583,1630,2025-08-30,Absent
1584,1713,2025-09-07,Leave
1585,1618,2025-09-17,Present
1586,1084,2025-09-03,Absent
1587,1368,2025-09-08,Present
1588,1805,2025-08-07,Absent
1589,1173,2025-08-14,Leave
1590,1143,2025-09-06,Leave
1591,1394,2025-08-20,Leave
1592,1605,2025-09-20,Leave
1593,1883,2025-07-25,Leave
1594,1679,2025-09-03,Absent
1595,1602,2025-08-26,Leave
1596,1977,2025-07-27,Absent
1597,1310,2025-09-03,Leave
1598,1606,2025-08-03,Absent
1599,1468,2025-08-24,Absent
1600,1686,2025-09-17,Leave
1601,1356,2025-08-29,Absent
1602,1265,2025-08-28,Leave
1603,1407,2025-09-22,Leave
1604,1176,2025-08-04,Present
1605,1423,2025-08-03,Present
1606,1322,2025-09-16,Leave
1607,1749,2025-08-18,Present
1608,1587,2025-09-11,Present
1609,1897,2025-09-04,Present
1610,1583,2025-09-01,Absent
1611,1096,2025-07-27,Absent
1612,1558,2025-08-07,Absent
1613,1950,2025-09-22,Present
1614,1253,2025-08-10,Present
1615,1184,2025-08-26,Leave
1616,1229,2025-08-04,Leave
1617,1896,2025-09-21,Absent
1618,1212,2025-09-22,Leave
1619,1870,2025-07-25,Leave
1620,1851,2025-08-25,Absent
1621,1618,2025-08-24,Leave
1622,1923,2025-09-07,Present
1623,1802,2025-08-08,Absent
1624,1464,2025-08-31,Absent
1625,1927,2025-09-10,Absent
1626,1215,2025-08-31,Present
1627,1011,2025-08-18,Present
1628,1992,2025-09-16,Present
1629,1650,2025-09-06,Leave
1630,1256,2025-08-26,Present
1631,1421,2025-08-31,Leave
1632,1351,2025-09-04,Leave
1633,1459,2025-09-20,Present
1634,1632,2025-08-03,Absent
1635,1149,2025-09-08,Absent
1636,1148,2025-08-16,Leave
1637,1922,2025-07-26,Leave
1638,1744,2025-09-21,Absent
1639,1983,2025-07-27,Absent
1640,1269,2025-09-16,Present
1641,1779,2025-07-29,Leave
1642,1976,2025-08-14,Absent
1643,1416,2025-09-05,Present
1644,1567,2025-08-29,Leave
1645,1627,2025-08-11,Leave
1646,1082,2025-09-01,Present
1647,1374,2025-08-11,Present
1648,1395,2025-08-28,Absent
1649,1467,2025-09-15,Leave
1650,1567,2025-07-30,Absent
1651,1160,2025-08-17,Absent
1652,1261,2025-07-30,Leave
1653,1410,2025-09-09,Leave
1654,1172,2025-08-08,Leave
1655,1183,2025-08-25,Leave
1656,1464,2025-09-03,Present
1657,1960,2025-08-03,Leave
1658,1339,2025-09-05,Present
1659,1100,2025-09-14,Leave
1660,1626,2025-09-16,Leave
1661,1052,2025-09-01,Present
1662,1829,2025-09-07,Absent
1663,1627,2025-09-10,Present
1664,1683,2025-09-20,Leave
1665,1737,2025-09-02,Absent
1666,1001,2025-08-03,Absent
1667,1034,2025-09-07,Present
1668,1192,2025-07-31,Absent
1669,1978,2025-08-27,Present
1670,1249,2025-09-15,Leave
1671,1761,2025-08-25,Leave
1672,1174,2025-08-02,Absent
1673,1164,2025-09-06,Absent
1674,1771,2025-08-01,Absent
1675,1004,2025-09-02,Present
1676,1524,2025-09-16,Absent
1677,1093,2025-07-31,Leave
1678,1226,2025-07-28,Present
1679,1823,2025-09-12,Absent
1680,1366,2025-09-10,Leave
1681,1103,2025-08-28,Absent
1682,1835,2025-09-05,Absent
1683,1741,2025-09-16,Leave
1684,1878,2025-08-26,Absent
1685,1858,2025-09-03,Absent
1686,1104,2025-08-25,Absent
1687,1296,2025-08-07,Absent
1688,1560,2025-09-04,Present
1689,1213,2025-08-04,Leave
1690,1865,2025-08-01,Absent
1691,1049,2025-09-23,Leave
1692,1539,2025-08-06,Present
1693,1553,2025-09-21,Absent
1694,1323,2025-08-29,Leave
1695,1951,2025-08-18,Absent
1696,1215,2025-09-13,Present
1697,1499,2025-08-09,Absent
1698,1582,2025-08-04,Present
1699,1005,2025-08-01,Absent
1700,1637,2025-07-30,Present
1701,1935,2025-08-13,Leave
1702,1464,2025-09-08,Present
1703,1316,2025-09-04,Absent
1704,1082,2025-08-30,Leave
1705,1064,2025-09-13,Present
1706,1313,2025-08-16,Absent
1707,1475,2025-08-18,Absent
1708,1640,2025-09-18,Leave
1709,1354,2025-09-11,Absent
1710,1323,2025-08-01,Present
1711,1172,2025-07-29,Absent
1712,1876,2025-08-14,Leave
1713,1702,2025-08-02,Absent
1714,1778,2025-07-30,Present
1715,1917,2025-09-14,Present
1716,1425,2025-09-13,Leave
1717,1303,2025-09-23,Present
1718,1949,2025-09-12,Present
1719,1086,2025-09-09,Present
1720,1455,2025-08-09,Absent
1721,1294,2025-08-29,Present
1722,1631,2025-07-25,Present
1723,1697,2025-08-10,Leave
1724,1555,2025-09-23,Present
1725,1567,2025-09-13,Absent
1726,1061,2025-09-05,Present
1727,1496,2025-07-31,Absent
1728,1399,2025-09-15,Absent
1729,1688,2025-09-01,Present
1730,1993,2025-09-20,Absent
1731,1526,2025-08-03,Absent
1732,1559,2025-09-16,Leave
1733,1634,2025-07-29,Absent
1734,1644,2025-09-23,Absent
1735,1540,2025-08-29,Leave
